date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2019-07-29T00:00:00,292.0,0.0,0.0,298.0,296.0,296.0,4.0,9100.0,2694800.0,4.0,135.0,296.0,72500.0,292.0,40000.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-07-30T00:00:00,296.0,0.0,0.0,294.0,290.0,290.0,-6.0,124300.0,36215800.0,20.0,132.3,292.0,30000.0,290.0,134900.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-07-31T00:00:00,290.0,0.0,0.0,292.0,292.0,292.0,2.0,203500.0,59422000.0,11.0,133.2,294.0,14000.0,290.0,14000.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-01T00:00:00,292.0,0.0,0.0,292.0,288.0,288.0,-4.0,228100.0,65833600.0,15.0,131.4,292.0,1600.0,288.0,84300.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-02T00:00:00,288.0,0.0,0.0,306.0,284.0,306.0,18.0,21200.0,6081200.0,11.0,139.6,302.0,60000.0,286.0,200.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-05T00:00:00,306.0,0.0,0.0,302.0,284.0,296.0,-10.0,63900.0,18313600.0,11.0,135.0,292.0,900.0,284.0,6700.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-06T00:00:00,296.0,0.0,0.0,294.0,294.0,294.0,-2.0,1000.0,294000.0,1.0,134.1,294.0,9800.0,284.0,8500.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-07T00:00:00,294.0,0.0,0.0,308.0,294.0,298.0,4.0,7200.0,2129400.0,5.0,135.9,298.0,700.0,292.0,100.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-08T00:00:00,298.0,0.0,0.0,298.0,292.0,298.0,0.0,48700.0,14481400.0,14.0,135.9,298.0,9200.0,292.0,21700.0,425000000.0,425000000.0,425000000.0,0.0,10000.0,,0.0,0.0,0.0
2019-08-09T00:00:00,298.0,0.0,0.0,298.0,290.0,298.0,0.0,6400.0,1900000.0,5.0,135.9,298.0,32700.0,290.0,10100.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-12T00:00:00,298.0,0.0,0.0,298.0,286.0,298.0,0.0,20500.0,5869000.0,3.0,135.9,298.0,20100.0,288.0,100.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-13T00:00:00,298.0,0.0,0.0,302.0,290.0,298.0,0.0,173500.0,50661400.0,11.0,135.9,298.0,17900.0,290.0,110500.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-14T00:00:00,298.0,0.0,0.0,304.0,300.0,304.0,6.0,277700.0,83844000.0,32.0,138.7,304.0,15900.0,302.0,85000.0,425000000.0,425000000.0,425000000.0,0.0,0.0,,0.0,0.0,0.0
