date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2023-10-11T00:00:00,100.0,0.0,0.0,90.0,90.0,90.0,-10.0,18156700.0,1634103000.0,5827.0,90.0,90.0,25750400.0,0.0,0.0,1100000000.0,325000000.0,0.0,279500.0,22000.0,,0.0,0.0,0.0
2023-10-12T00:00:00,90.0,0.0,0.0,81.0,81.0,81.0,-9.0,3847700.0,311663700.0,1833.0,81.0,81.0,31558700.0,0.0,0.0,1100000000.0,325000000.0,0.0,85400.0,1000.0,,98500000.0,9653000000.0,5.0
2023-10-13T00:00:00,81.0,0.0,0.0,75.0,73.0,73.0,-8.0,6450300.0,470888000.0,2840.0,73.0,73.0,14416000.0,0.0,0.0,1100000000.0,325000000.0,0.0,0.0,118600.0,,0.0,0.0,0.0
2023-10-16T00:00:00,73.0,0.0,0.0,80.0,66.0,79.0,6.0,112679700.0,8377908100.0,10806.0,79.0,79.0,1316500.0,78.0,187500.0,1100000000.0,325000000.0,0.0,609200.0,0.0,,0.0,0.0,0.0
2023-10-17T00:00:00,79.0,0.0,0.0,86.0,76.0,86.0,7.0,44850700.0,3736944300.0,5184.0,86.0,0.0,0.0,86.0,12369800.0,1100000000.0,325000000.0,0.0,185400.0,0.0,,20000000.0,1460000000.0,2.0
2023-10-18T00:00:00,86.0,0.0,0.0,92.0,86.0,89.0,3.0,57380200.0,5103587800.0,4902.0,89.0,90.0,393100.0,89.0,172700.0,1100000000.0,325000000.0,0.0,0.0,10000.0,,0.0,0.0,0.0
2023-10-19T00:00:00,89.0,0.0,0.0,91.0,81.0,87.0,-2.0,45489200.0,3957379500.0,2520.0,87.0,87.0,747700.0,86.0,5600.0,1100000000.0,325000000.0,0.0,0.0,0.0,,103158000.0,9720010000.0,6.0
2023-10-20T00:00:00,87.0,0.0,0.0,88.0,82.0,86.0,-1.0,20462100.0,1734918300.0,1180.0,86.0,86.0,257200.0,85.0,10000.0,1100000000.0,325000000.0,0.0,0.0,0.0,,40000000.0,3750000000.0,2.0
2023-10-23T00:00:00,86.0,0.0,0.0,89.0,82.0,87.0,1.0,23971700.0,2046505000.0,2371.0,87.0,88.0,644100.0,87.0,606000.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-10-24T00:00:00,87.0,0.0,0.0,88.0,85.0,87.0,0.0,5743800.0,495717700.0,736.0,87.0,87.0,528300.0,86.0,198400.0,1100000000.0,325000000.0,0.0,21400.0,0.0,,0.0,0.0,0.0
2023-10-25T00:00:00,87.0,0.0,0.0,88.0,85.0,88.0,1.0,7126500.0,617998200.0,1547.0,88.0,88.0,1035600.0,87.0,247600.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-10-26T00:00:00,88.0,0.0,0.0,93.0,87.0,90.0,2.0,14047200.0,1260353200.0,2153.0,90.0,90.0,818300.0,89.0,206000.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-10-27T00:00:00,90.0,0.0,0.0,93.0,88.0,92.0,2.0,20561200.0,1851994100.0,1540.0,92.0,92.0,269000.0,91.0,154800.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-10-30T00:00:00,92.0,0.0,0.0,93.0,90.0,92.0,0.0,8425200.0,767957900.0,2521.0,92.0,92.0,314400.0,91.0,118000.0,1100000000.0,325000000.0,0.0,32100.0,22000.0,,0.0,0.0,0.0
2023-10-31T00:00:00,92.0,0.0,0.0,93.0,83.0,90.0,-2.0,21528300.0,1881774100.0,2039.0,90.0,90.0,414400.0,89.0,158300.0,1100000000.0,325000000.0,0.0,0.0,615900.0,,0.0,0.0,0.0
2023-11-01T00:00:00,90.0,0.0,0.0,92.0,81.0,81.0,-9.0,31127000.0,2742071400.0,2617.0,81.0,81.0,3163800.0,0.0,0.0,1100000000.0,325000000.0,0.0,146400.0,0.0,,500.0,45000.0,1.0
2023-11-02T00:00:00,81.0,0.0,0.0,77.0,73.0,73.0,-8.0,2407800.0,176759700.0,242.0,73.0,73.0,16247000.0,0.0,0.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-03T00:00:00,73.0,0.0,0.0,66.0,66.0,66.0,-7.0,2435200.0,160723200.0,205.0,66.0,66.0,7897600.0,0.0,0.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-06T00:00:00,66.0,0.0,0.0,60.0,60.0,60.0,-6.0,2100500.0,126030000.0,440.0,60.0,60.0,4365000.0,0.0,0.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-07T00:00:00,60.0,0.0,0.0,66.0,54.0,66.0,6.0,55703200.0,3399964700.0,6881.0,66.0,0.0,0.0,66.0,31858700.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-08T00:00:00,66.0,0.0,0.0,71.0,62.0,68.0,2.0,46733900.0,3166472300.0,5116.0,68.0,68.0,269700.0,67.0,227000.0,1100000000.0,325000000.0,0.0,100000.0,100000.0,,0.0,0.0,0.0
2023-11-09T00:00:00,68.0,0.0,0.0,74.0,64.0,70.0,2.0,48977200.0,3398602200.0,11263.0,70.0,70.0,16900.0,69.0,613100.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-10T00:00:00,70.0,0.0,0.0,73.0,66.0,70.0,0.0,33852800.0,2358771200.0,2037.0,70.0,70.0,445600.0,69.0,14700.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-13T00:00:00,70.0,0.0,0.0,73.0,69.0,71.0,1.0,54359600.0,3846184600.0,2540.0,71.0,71.0,1232300.0,70.0,263000.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-14T00:00:00,71.0,0.0,0.0,73.0,68.0,71.0,0.0,41676100.0,2946708500.0,1046.0,71.0,71.0,801500.0,70.0,37800.0,1100000000.0,325000000.0,0.0,0.0,0.0,,800.0,57600.0,1.0
2023-11-15T00:00:00,71.0,0.0,0.0,71.0,69.0,70.0,-1.0,36744300.0,2571145700.0,551.0,70.0,70.0,350500.0,69.0,535600.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-16T00:00:00,70.0,0.0,0.0,72.0,69.0,70.0,0.0,42420600.0,2994015200.0,412.0,70.0,70.0,473100.0,69.0,783300.0,1100000000.0,325000000.0,0.0,16400.0,0.0,,14400000.0,1008000000.0,3.0
2023-11-17T00:00:00,70.0,0.0,0.0,71.0,68.0,70.0,0.0,29663900.0,2074791800.0,618.0,70.0,70.0,1778000.0,68.0,5300.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-20T00:00:00,70.0,0.0,0.0,70.0,63.0,65.0,-5.0,19083400.0,1271417800.0,1061.0,65.0,66.0,72700.0,65.0,100.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-21T00:00:00,65.0,0.0,0.0,65.0,60.0,65.0,0.0,28821800.0,1818025800.0,1117.0,65.0,65.0,531600.0,64.0,130400.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-22T00:00:00,65.0,0.0,0.0,67.0,63.0,66.0,1.0,41180900.0,2658285900.0,1705.0,66.0,66.0,234500.0,65.0,309200.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-23T00:00:00,66.0,0.0,0.0,70.0,64.0,70.0,4.0,39206800.0,2637434100.0,2113.0,70.0,70.0,241000.0,67.0,86900.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023-11-24T00:00:00,70.0,0.0,0.0,71.0,66.0,69.0,-1.0,47984700.0,3301192300.0,725.0,69.0,69.0,173100.0,68.0,115000.0,1100000000.0,325000000.0,0.0,0.0,0.0,,14285700.0,999999000.0,1.0
2023-11-27T00:00:00,69.0,0.0,0.0,73.0,68.0,71.0,2.0,54632200.0,3845672400.0,3902.0,71.0,72.0,26700.0,71.0,18500.0,1100000000.0,325000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
