date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2019-07-29T00:00:00,740.0,0.0,0.0,750.0,745.0,750.0,10.0,61859000.0,46194608000.0,4358.0,707.5,750.0,103900.0,745.0,20500.0,10069645750.0,10069645750.0,10069645750.0,543200.0,462300.0,,101000000.0,75245000000.0,2.0
2019-07-30T00:00:00,750.0,0.0,0.0,760.0,750.0,750.0,0.0,45695700.0,34411444500.0,3807.0,707.5,750.0,8700.0,745.0,140100.0,10069645750.0,10069645750.0,10069645750.0,303500.0,166900.0,,7400000.0,6124000000.0,3.0
2019-07-31T00:00:00,750.0,0.0,0.0,750.0,735.0,745.0,-5.0,45736400.0,34036901500.0,4473.0,702.8,745.0,355500.0,740.0,33100.0,10069645750.0,10069645750.0,10069645750.0,472600.0,115100.0,,0.0,0.0,0.0
2019-08-01T00:00:00,745.0,0.0,0.0,760.0,745.0,760.0,15.0,28797300.0,21639666000.0,3757.0,717.0,760.0,341700.0,755.0,18100.0,10069645750.0,10069645750.0,10069645750.0,344800.0,1568400.0,,0.0,0.0,0.0
2019-08-02T00:00:00,760.0,0.0,0.0,765.0,750.0,760.0,0.0,47118500.0,35589914000.0,4753.0,717.0,760.0,4700.0,755.0,103200.0,10069645750.0,10069645750.0,10069645750.0,786700.0,1597100.0,,1300056.0,975042280.0,2.0
2019-08-05T00:00:00,760.0,0.0,0.0,760.0,725.0,725.0,-35.0,26222100.0,19410263500.0,2183.0,684.0,725.0,20100.0,720.0,221200.0,10069645750.0,10069645750.0,10069645750.0,2257000.0,424900.0,,33200000.0,23668000000.0,5.0
2019-08-06T00:00:00,725.0,0.0,0.0,730.0,705.0,705.0,-20.0,47584800.0,34233677500.0,4746.0,665.1,715.0,3000.0,705.0,11000.0,10069645750.0,10069645750.0,10069645750.0,1155800.0,626600.0,,2500000.0,1775000000.0,2.0
2019-08-07T00:00:00,705.0,0.0,0.0,720.0,695.0,705.0,0.0,29191700.0,20725619500.0,5289.0,665.1,705.0,189900.0,700.0,10000.0,10069645750.0,10069645750.0,10069645750.0,1171800.0,370500.0,,13100000.0,9432000000.0,4.0
2019-08-08T00:00:00,705.0,0.0,0.0,720.0,710.0,710.0,5.0,49878500.0,35446595500.0,4762.0,669.8,710.0,5300.0,705.0,142500.0,10069645750.0,10069645750.0,10069645750.0,806200.0,1047200.0,,700000.0,497000000.0,2.0
2019-08-09T00:00:00,710.0,0.0,0.0,715.0,700.0,700.0,-10.0,30068600.0,21374679000.0,4596.0,660.4,700.0,12900.0,695.0,189200.0,10069645750.0,10069645750.0,10069645750.0,889900.0,192800.0,,0.0,0.0,0.0
2019-08-12T00:00:00,700.0,0.0,0.0,720.0,700.0,715.0,15.0,50274300.0,35614209000.0,5860.0,674.5,715.0,14300.0,710.0,118900.0,10069645750.0,10069645750.0,10069645750.0,427800.0,1038000.0,,1700000.0,1190000000.0,1.0
2019-08-13T00:00:00,715.0,0.0,0.0,720.0,705.0,705.0,-10.0,28747600.0,20480049000.0,6137.0,665.1,710.0,65400.0,705.0,49800.0,10069645750.0,10069645750.0,10069645750.0,255300.0,72500.0,,1981042.0,1416445240.0,3.0
2019-08-14T00:00:00,705.0,0.0,0.0,710.0,690.0,690.0,-15.0,50305900.0,35372485000.0,5528.0,650.9,695.0,20000.0,690.0,20700.0,10069645750.0,10069645750.0,10069645750.0,1201200.0,2400.0,,0.0,0.0,0.0
2019-08-15T00:00:00,690.0,0.0,0.0,700.0,680.0,700.0,10.0,28364500.0,19532692500.0,3602.0,660.4,700.0,28600.0,695.0,31000.0,10069645750.0,10069645750.0,10069645750.0,671200.0,1180800.0,,4500000.0,3105000000.0,1.0
2019-08-16T00:00:00,700.0,0.0,0.0,755.0,700.0,755.0,55.0,56384900.0,41586299000.0,9468.0,712.3,755.0,77900.0,750.0,30000.0,10069645750.0,10069645750.0,10069645750.0,637100.0,6260500.0,,1000000.0,740000000.0,1.0
2019-08-19T00:00:00,755.0,0.0,0.0,785.0,755.0,770.0,15.0,34258000.0,26158152000.0,5265.0,726.4,770.0,62500.0,765.0,411400.0,10069645750.0,10069645750.0,10069645750.0,3700.0,6570800.0,,11200034.0,9332026180.0,4.0
2019-08-20T00:00:00,770.0,0.0,0.0,785.0,755.0,780.0,10.0,48334600.0,37350221000.0,4550.0,735.8,780.0,81400.0,775.0,23200.0,10069645750.0,10069645750.0,10069645750.0,347800.0,4754900.0,,5200000.0,4240000000.0,4.0
2019-08-21T00:00:00,780.0,0.0,0.0,805.0,775.0,785.0,5.0,34157200.0,26907228500.0,5483.0,740.6,785.0,830800.0,780.0,128500.0,10069645750.0,10069645750.0,10069645750.0,265300.0,2180500.0,,26000000.0,23650000000.0,3.0
2019-08-22T00:00:00,785.0,0.0,0.0,790.0,765.0,775.0,-10.0,60897900.0,47488896000.0,5835.0,731.1,775.0,4400.0,770.0,92700.0,10069645750.0,10069645750.0,10069645750.0,156300.0,3004900.0,,5500000.0,4345000000.0,2.0
2019-08-23T00:00:00,775.0,0.0,0.0,790.0,765.0,780.0,5.0,27037200.0,20950959000.0,3801.0,735.8,790.0,162100.0,780.0,1900.0,10069645750.0,10069645750.0,10069645750.0,184500.0,1366700.0,,7700000.0,6006000000.0,4.0
2019-08-26T00:00:00,780.0,0.0,0.0,780.0,705.0,705.0,-75.0,62801400.0,46518460500.0,3546.0,665.1,705.0,10500.0,700.0,768200.0,10069645750.0,10069645750.0,10069645750.0,5838400.0,939500.0,,0.0,0.0,0.0
2019-08-27T00:00:00,705.0,0.0,0.0,735.0,705.0,735.0,30.0,27322600.0,19759162500.0,3674.0,693.4,735.0,161100.0,730.0,200000.0,10069645750.0,10069645750.0,10069645750.0,3870000.0,617600.0,,75860002.0,53481301470.0,8.0
2019-08-28T00:00:00,735.0,0.0,0.0,750.0,700.0,730.0,-5.0,61893800.0,45299885500.0,5872.0,688.7,730.0,85000.0,725.0,741700.0,10069645750.0,10069645750.0,10069645750.0,5806900.0,81200.0,,84250000.0,61252500000.0,3.0
2019-08-29T00:00:00,730.0,0.0,0.0,740.0,725.0,730.0,0.0,35281200.0,25968555000.0,4591.0,688.7,730.0,900.0,725.0,596200.0,10069645750.0,10069645750.0,10069645750.0,1971800.0,117800.0,,0.0,0.0,0.0
2019-08-30T00:00:00,730.0,0.0,0.0,740.0,720.0,730.0,0.0,63298400.0,46203569000.0,7875.0,688.7,730.0,30000.0,725.0,1096300.0,10069645750.0,10069645750.0,10069645750.0,3649600.0,2148900.0,,0.0,0.0,0.0
2019-09-02T00:00:00,730.0,0.0,0.0,735.0,725.0,730.0,0.0,29590400.0,21620082500.0,4894.0,688.7,730.0,49700.0,725.0,1277800.0,10069645750.0,10069645750.0,10069645750.0,2067700.0,10500.0,,14600000.0,13140000000.0,1.0
2019-09-03T00:00:00,730.0,0.0,0.0,740.0,720.0,725.0,-5.0,60831000.0,44419071000.0,6452.0,684.0,735.0,186800.0,725.0,5800.0,10069645750.0,10069645750.0,10069645750.0,3075700.0,12600.0,,58.0,42920.0,1.0
2019-09-04T00:00:00,725.0,0.0,0.0,750.0,730.0,750.0,25.0,28880800.0,21163513000.0,3588.0,707.5,750.0,171800.0,745.0,3200.0,10069645750.0,10069645750.0,10069645750.0,28900.0,1334400.0,,0.0,0.0,0.0
2019-09-05T00:00:00,750.0,0.0,0.0,760.0,725.0,730.0,-20.0,59641100.0,44420812000.0,3209.0,688.7,730.0,95300.0,725.0,955500.0,10069645750.0,10069645750.0,10069645750.0,245500.0,741200.0,,25000058.0,17875042514.0,3.0
2019-09-06T00:00:00,730.0,0.0,0.0,735.0,720.0,735.0,5.0,29170000.0,21186970500.0,2969.0,693.4,735.0,120000.0,730.0,118800.0,10069645750.0,10069645750.0,10069645750.0,1088700.0,19600.0,,5300070.0,3763051450.0,2.0
2019-09-09T00:00:00,735.0,0.0,0.0,745.0,730.0,730.0,-5.0,65891900.0,48698965500.0,2784.0,688.7,740.0,15000.0,730.0,108700.0,10069645750.0,10069645750.0,10069645750.0,292000.0,993100.0,,7200000.0,6444000000.0,2.0
2019-09-10T00:00:00,730.0,0.0,0.0,745.0,735.0,745.0,15.0,27585300.0,20377336000.0,2531.0,702.8,745.0,117400.0,740.0,34700.0,10069645750.0,10069645750.0,10069645750.0,184100.0,825100.0,,60100000.0,43923500000.0,4.0
2019-09-11T00:00:00,745.0,0.0,0.0,755.0,740.0,755.0,10.0,88774300.0,66279795500.0,2926.0,712.3,755.0,61500.0,750.0,46900.0,10069645750.0,10069645750.0,10069645750.0,37700.0,2278600.0,,2700000.0,2011500000.0,2.0
2019-09-12T00:00:00,755.0,0.0,0.0,770.0,755.0,755.0,0.0,34201000.0,26000794500.0,2352.0,712.3,755.0,1900.0,750.0,124000.0,10069645750.0,10069645750.0,10069645750.0,85300.0,32700.0,,6800000.0,5764000000.0,3.0
2019-09-13T00:00:00,755.0,0.0,0.0,765.0,745.0,750.0,-5.0,60366300.0,45658288500.0,5242.0,707.5,755.0,281100.0,745.0,148400.0,10069645750.0,10069645750.0,10069645750.0,33800.0,549000.0,,85.0,64175.0,1.0
2019-09-16T00:00:00,750.0,0.0,0.0,755.0,740.0,750.0,0.0,28014300.0,20967453000.0,2639.0,707.5,750.0,15900.0,745.0,92300.0,10069645750.0,10069645750.0,10069645750.0,210100.0,339400.0,,10900039.0,8229529055.0,3.0
2019-09-17T00:00:00,750.0,0.0,0.0,750.0,735.0,745.0,-5.0,85373700.0,63574127000.0,5418.0,702.8,745.0,673000.0,740.0,146200.0,10069645750.0,10069645750.0,10069645750.0,1244900.0,0.0,,13500000.0,10057500000.0,2.0
2019-09-18T00:00:00,745.0,0.0,0.0,745.0,735.0,735.0,-10.0,26909900.0,19951837500.0,2846.0,693.4,735.0,28300.0,730.0,383000.0,10069645750.0,10069645750.0,10069645750.0,138900.0,0.0,,8500000.0,6332500000.0,3.0
2019-09-19T00:00:00,735.0,0.0,0.0,750.0,735.0,740.0,5.0,86114800.0,63613750000.0,5687.0,698.1,740.0,144800.0,735.0,60700.0,10069645750.0,10069645750.0,10069645750.0,600100.0,113500.0,,3800046.0,2812534040.0,3.0
2019-09-20T00:00:00,740.0,0.0,0.0,740.0,730.0,735.0,-5.0,33798200.0,24935896000.0,2970.0,693.4,735.0,113700.0,730.0,89500.0,10069645750.0,10069645750.0,10069645750.0,892500.0,100000.0,,0.0,0.0,0.0
2019-09-23T00:00:00,735.0,0.0,0.0,735.0,725.0,725.0,-10.0,89882800.0,65524656000.0,6181.0,684.0,730.0,112600.0,725.0,184400.0,10069645750.0,10069645750.0,10069645750.0,539000.0,0.0,,7700000.0,5582500000.0,2.0
2019-09-24T00:00:00,725.0,0.0,0.0,735.0,720.0,735.0,10.0,30029100.0,21842952500.0,4249.0,693.4,735.0,201500.0,730.0,30400.0,10069645750.0,10069645750.0,10069645750.0,393000.0,0.0,,10500000.0,7560000000.0,3.0
2019-09-25T00:00:00,735.0,0.0,0.0,745.0,730.0,745.0,10.0,97088200.0,71277866000.0,5977.0,702.8,745.0,171400.0,740.0,14000.0,10069645750.0,10069645750.0,10069645750.0,318300.0,900.0,,5000000.0,3650000000.0,1.0
2019-09-26T00:00:00,745.0,0.0,0.0,750.0,730.0,750.0,5.0,49595800.0,36770961500.0,4715.0,707.5,750.0,179200.0,745.0,38700.0,10069645750.0,10069645750.0,10069645750.0,44800.0,798700.0,,60.0,45000.0,1.0
2019-09-27T00:00:00,750.0,0.0,0.0,765.0,745.0,765.0,15.0,88004400.0,66015833000.0,2602.0,721.7,770.0,496200.0,765.0,2700.0,10069645750.0,10069645750.0,10069645750.0,421600.0,650100.0,,163000000.0,113265000000.0,3.0
2019-09-30T00:00:00,765.0,0.0,0.0,770.0,745.0,745.0,-20.0,114887600.0,87563726000.0,4100.0,702.8,745.0,18100.0,740.0,212300.0,10069645750.0,10069645750.0,10069645750.0,800.0,43800.0,,111460276.0,84574412140.0,5.0
2019-10-01T00:00:00,745.0,0.0,0.0,750.0,735.0,750.0,5.0,87359900.0,64821429000.0,4438.0,707.5,750.0,69100.0,745.0,115000.0,10069645750.0,10069645750.0,10069645750.0,414900.0,715100.0,,21210238.0,15695577260.0,7.0
2019-10-02T00:00:00,750.0,0.0,0.0,780.0,740.0,765.0,15.0,113621800.0,85983261500.0,7944.0,721.7,765.0,3800.0,760.0,139500.0,10069645750.0,10069645750.0,10069645750.0,869900.0,154100.0,,4400000.0,3344000000.0,3.0
2019-10-03T00:00:00,765.0,0.0,0.0,775.0,755.0,765.0,0.0,83650900.0,63907788500.0,7650.0,721.7,765.0,2100.0,760.0,10000.0,10069645750.0,10069645750.0,10069645750.0,268500.0,1200.0,,10900000.0,8195000000.0,2.0
2019-10-04T00:00:00,765.0,0.0,0.0,780.0,760.0,760.0,-5.0,110384200.0,84953985500.0,8641.0,717.0,760.0,26800.0,755.0,145700.0,10069645750.0,10069645750.0,10069645750.0,125800.0,538300.0,,16966667.0,12425000250.0,3.0
2019-10-07T00:00:00,760.0,0.0,0.0,780.0,760.0,775.0,15.0,86356300.0,66320481500.0,6729.0,731.1,775.0,334400.0,765.0,9300.0,10069645750.0,10069645750.0,10069645750.0,227200.0,2349700.0,,22000000.0,15530000000.0,4.0
