date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2019-07-29T00:00:00,2850.0,0.0,0.0,0.0,0.0,2850.0,0.0,0.0,0.0,0.0,2280.0,2960.0,300.0,2850.0,1000.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-07-30T00:00:00,2850.0,0.0,0.0,2850.0,2850.0,2850.0,0.0,400.0,1140000.0,1.0,2280.0,2890.0,300.0,2610.0,1100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-07-31T00:00:00,2850.0,0.0,0.0,2900.0,2870.0,2900.0,50.0,500.0,1445000.0,3.0,2320.0,2950.0,100.0,2860.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-01T00:00:00,2900.0,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,2320.0,2890.0,200.0,2650.0,1000.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-02T00:00:00,2900.0,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,2320.0,2900.0,100.0,2610.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-05T00:00:00,2900.0,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,2320.0,2960.0,300.0,2800.0,800.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-06T00:00:00,2900.0,0.0,0.0,2890.0,2890.0,2890.0,-10.0,200.0,578000.0,1.0,2312.0,2900.0,100.0,2800.0,500.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-07T00:00:00,2890.0,0.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,2312.0,2900.0,400.0,2710.0,200.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-08T00:00:00,2890.0,0.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,2312.0,2970.0,100.0,2890.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-09T00:00:00,2890.0,0.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,2312.0,2900.0,300.0,2620.0,300.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-12T00:00:00,2890.0,0.0,0.0,2890.0,2890.0,2890.0,0.0,200.0,578000.0,1.0,2312.0,2890.0,200.0,2610.0,300.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-13T00:00:00,2890.0,0.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,2312.0,2880.0,200.0,2550.0,200.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-14T00:00:00,2890.0,0.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,2312.0,2950.0,600.0,2300.0,300.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-15T00:00:00,2890.0,0.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,2312.0,2900.0,500.0,2400.0,200.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-16T00:00:00,2890.0,0.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,2312.0,2880.0,100.0,2300.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-19T00:00:00,2890.0,0.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,2312.0,2890.0,100.0,2500.0,500.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-20T00:00:00,2890.0,0.0,0.0,2500.0,2500.0,2500.0,-390.0,100.0,250000.0,1.0,2000.0,2880.0,100.0,2610.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-21T00:00:00,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,2000.0,2950.0,100.0,2400.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-22T00:00:00,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,2000.0,2970.0,100.0,2400.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-23T00:00:00,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,2000.0,2900.0,200.0,2400.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-26T00:00:00,2500.0,0.0,0.0,2450.0,2450.0,2450.0,-50.0,300.0,735000.0,2.0,1960.0,2450.0,100.0,2320.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-27T00:00:00,2450.0,0.0,0.0,2500.0,2500.0,2500.0,50.0,100.0,250000.0,1.0,2000.0,2970.0,100.0,2450.0,500.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
2019-08-28T00:00:00,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,2000.0,2950.0,600.0,2500.0,100.0,480000000.0,480000000.0,480000000.0,0.0,0.0,,0.0,0.0,0.0
